HHID,tenur,hhinc,nwork,ncars,nchil,hhsiz,true_hhsiz,true_nwork,true_nchil,hhtype,puma,i_age,i_sex,race_,i_eth,i_inc,emply,indus,edu_q,tenur_hhinc_prox,tenur_hhsiz_prox,tenur_prox
37465,Rented,>150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37466,Owned free and clear,51-75K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.1,Owned
37467,Owned with mortgage or loan,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.1,Owned
37468,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37469,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37470,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.26-50K,Owned.1,Owned
37471,Rented,51-75K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.1,Rented
37472,Owned with mortgage or loan,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37473,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37474,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37475,Rented,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37476,Owned with mortgage or loan,76-100K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.1,Owned
37477,Owned with mortgage or loan,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.1,Owned
37478,Rented,<=0K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37479,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37480,Owned with mortgage or loan,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37481,Rented,>150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37482,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37483,Owned with mortgage or loan,101-150K,1,2+,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.1,Owned
37484,Rented,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37485,Rented,76-100K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.1,Rented
37486,Rented,26-50K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
37487,Rented,<=0K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37488,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37489,Rented,<=0K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37490,Rented,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37491,Rented,76-100K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.1,Rented
37492,Rented,76-100K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.1,Rented
37493,Owned free and clear,1-25K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.1,Owned
37494,Rented,26-50K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
37495,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37496,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37497,Rented,76-100K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.1,Rented
37498,Rented,26-50K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
37499,Rented,76-100K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.1,Rented
37500,Rented,>150K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37501,Rented,26-50K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
37502,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37503,Owned with mortgage or loan,51-75K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.1,Owned
37504,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37505,Owned with mortgage or loan,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37506,Owned with mortgage or loan,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37507,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37508,Owned free and clear,>150K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37509,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37510,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37511,Owned with mortgage or loan,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.1,Owned
37512,Owned free and clear,76-100K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.1,Owned
37513,Owned with mortgage or loan,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37514,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37515,Rented,>150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37516,Owned with mortgage or loan,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.1,Owned
37517,Rented,101-150K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37518,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37519,Rented,<=0K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37520,Owned with mortgage or loan,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37521,Owned with mortgage or loan,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37522,Rented,76-100K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.1,Rented
37523,Rented,26-50K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
37524,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37525,Owned free and clear,>150K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37526,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37527,Owned with mortgage or loan,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.1,Owned
37528,Rented,51-75K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.1,Rented
37529,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37530,Rented,51-75K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.1,Rented
37531,Owned with mortgage or loan,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37532,Rented,51-75K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.1,Rented
37533,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37534,Rented,>150K,0,2+,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37535,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37536,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37537,Rented,<=0K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37538,Owned free and clear,76-100K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.1,Owned
37539,Rented,<=0K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37540,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37541,Rented,76-100K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.1,Rented
37542,Owned free and clear,101-150K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.1,Owned
37543,Rented,51-75K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.1,Rented
37544,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37545,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37546,Rented,51-75K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.1,Rented
37547,Rented,<=0K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37548,Rented,26-50K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
37549,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37550,Owned free and clear,>150K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37551,Owned free and clear,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.1,Owned
37552,Rented,1-25K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37553,Rented,76-100K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.1,Rented
37554,Rented,>150K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37555,Owned with mortgage or loan,76-100K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.1,Owned
37556,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37557,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37558,Owned with mortgage or loan,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.1,Owned
37559,Rented,76-100K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.1,Rented
37560,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37561,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37562,Owned with mortgage or loan,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.1,Owned
37563,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37564,Rented,26-50K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
37565,Rented,1-25K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37566,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37567,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37568,Owned free and clear,51-75K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.1,Owned
37569,Rented,<=0K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37570,Owned free and clear,>150K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37571,Owned with mortgage or loan,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37572,Owned free and clear,>150K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37573,Owned with mortgage or loan,101-150K,1,2+,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.101-150K,Owned.1,Owned
37574,Rented,1-25K,0,2+,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37575,Rented,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37576,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37577,Owned with mortgage or loan,>150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37578,Owned with mortgage or loan,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37579,Rented,1-25K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37580,Owned free and clear,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37581,Owned free and clear,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37582,Owned with mortgage or loan,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37583,Rented,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37584,Owned free and clear,>150K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37585,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37586,Owned with mortgage or loan,1-25K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.1,Owned
37587,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37588,Rented,>150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37589,Rented,26-50K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
37590,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37591,Rented,<=0K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37592,Rented,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37593,Owned with mortgage or loan,>150K,1,2+,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37594,Rented,<=0K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37595,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37596,Rented,101-150K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37597,Rented,>150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37598,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37599,Owned with mortgage or loan,51-75K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.1,Owned
37600,Rented,26-50K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
37601,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.26-50K,Owned.1,Owned
37602,Rented,76-100K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.76-100K,Rented.1,Rented
37603,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37604,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37605,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37606,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37607,Rented,<=0K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37608,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37609,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37610,Owned with mortgage or loan,1-25K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.1,Owned
37611,Rented,26-50K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
37612,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37613,Rented,<=0K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37614,Rented,51-75K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.1,Rented
37615,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37616,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37617,Owned free and clear,>150K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37618,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37619,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37620,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37621,Rented,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37622,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37623,Rented,101-150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37624,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37625,Owned with mortgage or loan,76-100K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.1,Owned
37626,Rented,>150K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37627,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37628,Rented,51-75K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.1,Rented
37629,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37630,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37631,Rented,101-150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.101-150K,Rented.1,Rented
37632,Rented,1-25K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37633,Rented,51-75K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.51-75K,Rented.1,Rented
37634,Rented,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.>150K,Rented.1,Rented
37635,Owned free and clear,1-25K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.<25K,Owned.1,Owned
37636,Owned with mortgage or loan,51-75K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.51-75K,Owned.1,Owned
37637,Rented,<=0K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37638,Rented,1-25K,0,1,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37639,Owned free and clear,>150K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.>150K,Owned.1,Owned
37640,Rented,26-50K,1,0,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
37641,Rented,<=0K,0,0,0,1,1,0,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.<25K,Rented.1,Rented
37642,Rented,26-50K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
37643,Owned with mortgage or loan,76-100K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Owned.76-100K,Owned.1,Owned
37644,Rented,26-50K,1,1,0,1,1,1,0,SM,2503302,NA,NA,NA,NA,NA,NA,NA,NA,Rented.26-50K,Rented.1,Rented
