HHID,tenur,hhinc,nwork,ncars,nchil,hhsiz,true_hhsiz,true_nwork,true_nchil,hhtype,puma,i_age,i_sex,race_,i_eth,i_inc,emply,indus,edu_q,tenur_prox,geoid
11258,Owned free and clear,51-75K,2,2+,0,2,2,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103002
11259,Rented,26-50K,1,1,0,2,2,1,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11260,Rented,>150K,0,1,1,3,3,0,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270008002
11261,Rented,1-25K,2,1,1,3,3,2,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
11262,Owned free and clear,1-25K,0,2+,0,2,2,0,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009002
11263,Owned free and clear,51-75K,2,2+,0,2,2,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270001012
11264,Rented,1-25K,1,1,3+,6+,8,1,3,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270009005
11265,Owned free and clear,1-25K,1,2+,0,2,2,1,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005031
11266,Rented,1-25K,0,1,2+,3,3,0,2,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270008004
11267,Rented,1-25K,2,0,1,3,3,2,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270008003
11268,Rented,26-50K,0,1,1,2,2,0,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270008002
11269,Owned with mortgage or loan,51-75K,3+,2+,0,5,5,3,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11270,Owned with mortgage or loan,76-100K,2,2+,0,4,4,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390106021
11271,Rented,76-100K,1,2+,0,3,3,1,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390106021
11272,Owned with mortgage or loan,51-75K,1,2+,2+,3,3,1,2,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009004
11273,Rented,1-25K,0,1,2+,3,3,0,2,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270008004
11274,Owned free and clear,26-50K,1,2+,1,2,2,1,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270004031
11275,Owned with mortgage or loan,1-25K,0,1,0,4,4,0,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005011
11276,Rented,26-50K,1,1,0,2,2,1,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103021
11277,Owned with mortgage or loan,101-150K,2,2+,0,3,3,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390106021
11278,Rented,76-100K,1,2+,1,2,2,1,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11279,Owned with mortgage or loan,26-50K,2,2+,0,3,3,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390106021
11280,Rented,1-25K,0,0,0,2,2,0,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270008002
11281,Rented,1-25K,2,1,1,3,3,2,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11282,Owned with mortgage or loan,1-25K,1,2+,1,2,2,1,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005041
11283,Owned with mortgage or loan,76-100K,2,2+,0,4,4,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390106021
11284,Owned with mortgage or loan,76-100K,1,1,1,2,2,1,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005041
11285,Rented,51-75K,1,1,0,2,2,1,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
11286,Rented,1-25K,2,0,1,3,3,2,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270009003
11287,Rented,51-75K,2,1,0,3,3,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
11288,Rented,101-150K,1,2+,0,2,2,1,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
11289,Rented,1-25K,2,0,1,3,3,2,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005033
11290,Rented,26-50K,0,1,2+,3,3,0,2,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270008004
11291,Rented,1-25K,0,1,1,2,2,0,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
11292,Rented,26-50K,0,1,0,2,2,0,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131911103003
11293,Rented,1-25K,1,2+,3+,4,4,1,3,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005041
11294,Rented,1-25K,2,0,1,3,3,2,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005033
11295,Rented,76-100K,3+,2+,0,3,3,3,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11296,Owned with mortgage or loan,51-75K,1,2+,0,4,4,1,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390101002
11297,Owned with mortgage or loan,1-25K,1,1,3+,4,4,1,3,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103001
11298,Rented,26-50K,1,1,2+,4,4,1,2,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005041
11299,Owned with mortgage or loan,101-150K,2,2+,0,3,3,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
11300,Rented,51-75K,2,2+,3+,5,5,2,3,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11301,Rented,51-75K,2,2+,3+,5,5,2,3,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11302,Rented,51-75K,2,2+,0,2,2,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11303,Owned with mortgage or loan,51-75K,2,2+,0,4,4,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390106021
11304,Owned with mortgage or loan,101-150K,1,2+,2+,4,4,1,2,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
11305,Rented,1-25K,2,2+,2+,5,5,2,2,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270008003
11306,Rented,76-100K,1,2+,1,3,3,1,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270008004
11307,Rented,1-25K,0,1,2+,3,3,0,2,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270008002
11308,Owned free and clear,51-75K,2,2+,0,2,2,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270004032
11309,Owned with mortgage or loan,76-100K,1,1,0,2,2,1,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103002
11310,Owned with mortgage or loan,26-50K,1,2+,0,4,4,1,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390101002
11311,Rented,26-50K,1,2+,0,3,3,1,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131911103001
11312,Owned with mortgage or loan,76-100K,1,1,2+,4,4,1,2,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390106021
11313,Rented,1-25K,2,1,1,3,3,2,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11314,Rented,26-50K,1,2+,0,4,4,1,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270009003
11315,Owned free and clear,>150K,2,2+,0,2,2,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009003
11316,Rented,51-75K,2,2+,1,3,3,2,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005033
11317,Owned with mortgage or loan,51-75K,2,1,0,3,3,2,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390106021
11318,Rented,1-25K,1,1,3+,4,4,1,3,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11319,Rented,51-75K,1,2+,0,2,2,1,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
11320,Owned with mortgage or loan,1-25K,0,1,0,4,4,0,0,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005011
11321,Owned with mortgage or loan,26-50K,1,2+,1,3,3,1,1,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
11322,Rented,26-50K,1,1,2+,4,4,1,2,NS,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11323,Rented,1-25K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11324,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11325,Rented,51-75K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11326,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270001011
11327,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
11328,Rented,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390104031
11329,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390101002
11330,Rented,101-150K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11331,Owned free and clear,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
11332,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11333,Rented,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11334,Owned with mortgage or loan,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103001
11335,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11336,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
11337,Owned with mortgage or loan,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
11338,Rented,51-75K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11339,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
11340,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103001
11341,Rented,51-75K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11342,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11343,Rented,1-25K,1,0,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11344,Rented,1-25K,1,0,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11345,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11346,Rented,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270001011
11347,Owned with mortgage or loan,101-150K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009004
11348,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
11349,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
11350,Owned with mortgage or loan,101-150K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
11351,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11352,Rented,101-150K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11353,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11354,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11355,Rented,1-25K,1,0,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11356,Rented,1-25K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11357,Owned with mortgage or loan,101-150K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103002
11358,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
11359,Rented,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
11360,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390101002
11361,Rented,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11362,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11363,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270004031
11364,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005011
11365,Owned with mortgage or loan,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103002
11366,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11367,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11368,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11369,Owned free and clear,>150K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
11370,Owned with mortgage or loan,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
11371,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11372,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11373,Owned with mortgage or loan,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005041
11374,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11375,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11376,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11377,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270004031
11378,Owned free and clear,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390101001
11379,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11380,Owned free and clear,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
11381,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11382,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11383,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103021
11384,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
11385,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11386,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11387,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103021
11388,Rented,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11389,Rented,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11390,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
11391,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11392,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270008002
11393,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11394,Rented,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
11395,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11396,Owned with mortgage or loan,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270008004
11397,Owned free and clear,101-150K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009004
11398,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11399,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
11400,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11401,Rented,>150K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390106021
11402,Rented,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11403,Rented,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11404,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11405,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11406,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11407,Owned with mortgage or loan,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11408,Owned with mortgage or loan,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005041
11409,Rented,1-25K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11410,Rented,26-50K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11411,Rented,1-25K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11412,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
11413,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11414,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11415,Owned free and clear,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
11416,Owned free and clear,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11417,Owned with mortgage or loan,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11418,Owned free and clear,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11419,Owned free and clear,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11420,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11421,Rented,101-150K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11422,Owned with mortgage or loan,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
11423,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11424,Rented,26-50K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11425,Owned with mortgage or loan,101-150K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009004
11426,Rented,26-50K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11427,Rented,76-100K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11428,Rented,51-75K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11429,Rented,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390104031
11430,Owned free and clear,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11431,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
11432,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11433,Rented,76-100K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11434,Rented,26-50K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11435,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103003
11436,Rented,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
11437,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103002
11438,Rented,51-75K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270001011
11439,Rented,76-100K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390104031
11440,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
11441,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
11442,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11443,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
11444,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11445,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11446,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
11447,Rented,26-50K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
11448,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11449,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
11450,Rented,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
11451,Rented,51-75K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11452,Rented,1-25K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11453,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11454,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
11455,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11456,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
11457,Owned with mortgage or loan,>150K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
11458,Owned free and clear,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
